kode;nama;level;issummary;defsign
"5.2.3.01.39";"Belanja Modal Pengadaan Tanah Sarana Pendidikan Anak Usia Dini (PAUD)";4;0;-1;
"5.2.3.01.40";"Belanja Modal Pengadaan Tanah Sarana Pos Pemadam Kebakaran";4;0;-1;
"5.2.3.01.41";"Belanja Modal Pengadaan Tanah Sarana Embung dan Tandon";4;0;-1;
"5.2.3.01.42";"Belanja Modal Pengadaan Tanah Sarana Pool Kendaraan";4;0;-1;
"5.2.3.01.43";"Belanja Modal Pengadaan Tanah Sarana Poskesdes";4;0;-1;
"5.2.3.01.44";"Belanja Modal Pengadaan Tanah Sarana Instalasi Pembuangan Limbah Tinja (IPLT)";4;0;-1;
"5.2.3.01.45";"Belanja Modal Pengadaan Tanah Sarana Drainage/Spal";4;0;-1;
"5.2.3.01.46";"Belanja Modal Pengadaan Tanah Sarana Ruang Terbuka Hijau (RTH)*";4;0;-1;
"5.2.3.01.48";"Belanja Modal Pengadaan Tanah Sarana Rusunawa";4;0;-1;
"5.2.3.01.49";"Belanja Modal Pengadaan Tanah Sarana MCK";4;0;-1;
"5.2.3.02";"Belanja Modal Pengadaan Alat Berat";3;1;-1;
"5.2.3.02.01";"Belanja Modal Pengadaan Traktor";4;0;-1;
"5.2.3.02.02";"Belanja Modal Pengadaan Buldoser";4;0;-1;
"5.2.3.02.03";"Belanja Modal Pengadaan Stoom Wals";4;0;-1;
"5.2.3.02.04";"Belanja Modal Pengadaan Eskavator";4;0;-1;
"5.2.3.02.05";"Belanja Modal Pengadaan Dump Truck";4;0;-1;
"5.2.3.02.06";"Belanja Modal Pengadaan Crane";4;0;-1;
"5.2.3.02.07";"Belanja Modal Pengadaan Kendaraan Penyapu Jalan";4;0;-1;
"5.2.3.02.08";"Belanja Modal Pengadaan Mesin Pengolah semen";4;0;-1;
"5.2.3.02.09";"Belanja Modal Pengadaan Mesin Pengolah Air Bersih (Reservoir Osmosis)";4;0;-1;
"5.2.3.02.10";"Rehabilitasi/ Perbaikan/ Pemeliharaan  Alat-Alat Berat";4;0;-1;
"5.2.3.02.11";"Belanja Modal Pengadaan Jack-Hammer";4;0;-1;
"5.2.3.02.12";"Belanja Modal Pengadaan Mesin Potong";4;0;-1;
"5.2.3.02.13";"Belanja Modal Pengadaan Alat Operasional SDA";4;0;-1;
"5.2.3.02.14";"Belanja Modal Pengadaan Thriller Truck";4;0;-1;
"5.2.3.02.15";"Belanja Modal Pengadaan Tire Loader";4;0;-1;
"5.2.3.02.16";"Belanja Modal Pengadaan Crane Truck";4;0;-1;
"5.2.3.03";"Belanja Modal Pengadaan Alat-alat Angkutan Darat Bermotor";3;1;-1;
"5.2.3.03.01";"Belanja Modal Pengadaan Alat-alat Angkutan Darat Bermotor Sedan";4;0;-1;
"5.2.3.03.02";"Belanja Modal Pengadaan Alat-alat Angkutan Darat Bermotor Jeep";4;0;-1;
"5.2.3.03.03";"Belanja Modal Pengadaan Alat-alat Angkutan Darat Bermotor Station Wagon";4;0;-1;
"5.2.3.03.04";"Belanja Modal Pengadaan Alat-alat Angkutan Darat Bermotor Bus";4;0;-1;
"5.2.3.03.05";"Belanja Modal Pengadaan Alat-alat Angkutan Darat Bermotor Micro Bus";4;0;-1;
"5.2.3.03.06";"Belanja Modal Pengadaan Alat-alat Angkutan Darat Bermotor Truck";4;0;-1;
"5.2.3.03.07";"Belanja Modal Pengadaan Alat-alat Angkutan Darat Bermotor Tangki (air, minyak, tinja)";4;0;-1;
"5.2.3.03.08";"Belanja Modal Pengadaan Alat-alat Angkutan Darat Bermotor Boks";4;0;-1;
"5.2.3.03.09";"Belanja Modal Pengadaan Alat-alat Angkutan Darat Bermotor Pick Up";4;0;-1;
"5.2.3.03.10";"Belanja Modal Pengadaan Alat-alat Angkutan Darat Bermotor Ambulans";4;0;-1;
"5.2.3.03.11";"Belanja Modal Pengadaan Alat-alat Angkutan Darat Bermotor Pemadam Kebakaran";4;0;-1;
"5.2.3.03.12";"Belanja Modal Pengadaan Alat-alat Angkutan Darat Bermotor Sepeda Motor";4;0;-1;
"5.2.3.03.13";"Belanja Modal Pengadaan Alat-alat Angkutan Darat Bermotor Lift / Elevator";4;0;-1;
"5.2.3.03.14";"Belanja Modal Pengadaan Alat-alat Angkutan Darat Bermotor Tangga Berjalan";4;0;-1;
"5.2.3.03.15";"Rehabilitasi/ Perbaikan/ Pemeliharaan  Alat-Alat Angkutan Darat Bermotor";4;0;-1;
"5.2.3.04";"Belanja Modal Pengadaan Alat-alat Angkutan Darat Tidak Bermotor";3;1;-1;
"5.2.3.04.01";"Belanja Modal Pengadaan Gerobak";4;0;-1;
"5.2.3.04.02";"Belanja Modal Pengadaan Pedati / Delman / Dokar / Bendi / Andong";4;0;-1;
"5.2.3.04.03";"Belanja Modal Pengadaan Becak";4;0;-1;
"5.2.3.04.04";"Belanja Modal Pengadaan Sepeda";4;0;-1;
"5.2.3.04.05";"Belanja Modal Pengadaan Karavan";4;0;-1;
"5.2.3.04.06";"Rehabilitasi/ Perbaikan/ Pemeliharaan  Alat-Alat Angkutan Darat Tidak Bermotor";4;0;-1;
"5.2.3.05";"Belanja Modal Pengadaan Alat-alat Angkutan diatas Air Bermotor";3;1;-1;
"5.2.3.05.01";"Belanja Modal Pengadaan Kapal Motor";4;0;-1;
"5.2.3.05.02";"Belanja Modal Pengadaan Kapal Feri";4;0;-1;
"5.2.3.05.03";"Belanja Modal Pengadaan Speed Boat";4;0;-1;
"5.2.3.05.04";"Belanja Modal Pengadaan Motor Boat / Motor Tempel";4;0;-1;
"5.2.3.05.05";"Belanja Modal Pengadaan Hydro Foil";4;0;-1;
"5.2.3.05.06";"Belanja Modal Pengadaan Jet Foil";4;0;-1;
"5.2.3.05.07";"Belanja Modal Pengadaan Kapal Tug Boat";4;0;-1;
"5.2.3.05.08";"Belanja Modal Pengadaan Kapal Tanker";4;0;-1;
"5.2.3.05.09";"Belanja Modal Pengadaan Kapal Cargo";4;0;-1;
"5.2.3.06";"Belanja Modal Pengadaan Alat-alat Angkutan diatas Air Tidak Bermotor";3;1;-1;
"5.2.3.06.01";"Belanja Modal Pengadaan Perahu Layar";4;0;-1;
"5.2.3.06.02";"Belanja Modal Pengadaan Perahu Sampan";4;0;-1;
"5.2.3.06.03";"Belanja Modal Pengadaan Perahu Tongkang";4;0;-1;
"5.2.3.06.04";"Belanja Modal Pengadaan Perahu Karet";4;0;-1;
"5.2.3.06.05";"Belanja Modal Pengadaan Perahu Rakit";4;0;-1;
"5.2.3.06.06";"Belanja Modal Pengadaan Perahu Sekoci";4;0;-1;
"5.2.3.07";"Belanja Modal Pengadaan Alat-alat Angkutan Udara";3;1;-1;
"5.2.3.07.01";"Belanja Modal Pengadaan Pesawat Cargo";4;0;-1;
"5.2.3.07.02";"Belanja Modal Pengadaan Pesawat Penumpang";4;0;-1;
"5.2.3.07.03";"Belanja Modal Pengadaan Pesawat Helikopter";4;0;-1;
"5.2.3.07.04";"Belanja Modal Pengadaan Pesawat Pemadam Kebakaran";4;0;-1;
"5.2.3.07.05";"Belanja Modal Pengadaan Pesawat Capung";4;0;-1;
"5.2.3.07.06";"Belanja Modal Pengadaan Pesawat Terbang Amphibi";4;0;-1;
"5.2.3.07.07";"Belanja Modal Pengadaan Pesawat Terbang Layang";4;0;-1;
"5.2.3.08";"Belanja Modal Pengadaan Alat-alat Bengkel";3;1;-1;
"5.2.3.08.01";"Belanja Modal Pengadaan Mesin Las";4;0;-1;
"5.2.3.08.02";"Belanja Modal Pengadaan Mesin Bubut";4;0;-1;
"5.2.3.08.03";"Belanja Modal Pengadaan Mesin Dongkrak";4;0;-1;
"5.2.3.08.04";"Belanja Modal Pengadaan Mesin Kompresor";4;0;-1;
"5.2.3.08.05";"Belanja Modal Pengadaan Mesin Hidrolik";4;0;-1;
"5.2.3.08.06";"Belanja Modal Pengadaan Alat Pemotong Besi / Baja";4;0;-1;
"5.2.3.08.07";"Belanja Modal Mesin Jahit";4;0;-1;
"5.2.3.08.08";"Belanja Modal Mesin Pembuatan Sepatu";4;0;-1;
"5.2.3.08.09";"Belanja Modal Mesin Pembuat Briket";4;0;-1;
"5.2.3.08.10";"Belanja Modal Mesin Packing";4;0;-1;
"5.2.3.08.11";"Belanja modal Mesin Pengolah Sampah";4;0;-1;
"5.2.3.08.12";"Belanja Modal Peralatan Pembuat Tungku Sekam";4;0;-1;
"5.2.3.08.13";"Belanja Modal Mesin Potong Rumput";4;0;-1;
"5.2.3.08.14";"Belanja Modal Pompa Air";4;0;-1;
"5.2.3.08.15";"Belanja Modal Perlengkapan Bengkel";4;0;-1;
"5.2.3.08.16";"Belanja Modal Genset";4;0;-1;
"5.2.3.09";"Belanja Modal Pengadaan Alat-alat Pengolahan Pertanian dan Peternakan";3;1;-1;
"5.2.3.09.01";"Belanja Modal Pengadaan Penggiling Hasil Pertanian";4;0;-1;
"5.2.3.09.02";"Belanja Modal Pengadaan Alat Pengering Gabah";4;0;-1;
"5.2.3.09.03";"Belanja Modal Pengadaan Mesin Bajak";4;0;-1;
"5.2.3.09.04";"Belanja Modal Pengadaan Alat Penetas";4;0;-1;
"5.2.3.09.05";"Belanja Modal Pengadaan Alat-alat Pengolahan Pertanian";4;0;-1;
"5.2.3.09.06";"Belanja Modal Pengadaan Alat-alat Pengolah Peternakan";4;0;-1;
"5.2.3.09.07";"Belanja Modal Pengadaan Alat-alat Pengolahan Perikanan";4;0;-1;
"5.2.3.10";"Belanja Modal Pengadaan Peralatan Kantor";3;1;-1;
"5.2.3.10.01";"Belanja Modal Pengadaan Mesin Tik";4;0;-1;
"5.2.3.10.02";"Belanja Modal Pengadaan Mesin Hitung";4;0;-1;
"5.2.3.10.03";"Belanja Modal Pengadaan Mesin Stensil";4;0;-1;
"5.2.3.10.04";"Belanja Modal Pengadaan Mesin Photocopy";4;0;-1;
"5.2.3.10.05";"Belanja Modal Pengadaan Mesin Cetak";4;0;-1;
"5.2.3.10.06";"Belanja Modal Pengadaan Mesin Jilid";4;0;-1;
"5.2.3.10.07";"Belanja Modal Pengadaan Mesin Potong Kertas";4;0;-1;
"5.2.3.10.08";"Belanja Modal Pengadaan Mesin Penghancur Kertas";4;0;-1;
"5.2.3.10.09";"Belanja Modal Pengadaan Papan Tulis Elektronik";4;0;-1;
"5.2.3.10.10";"Belanja Modal Pengadaan Papan Visual Elektronik";4;0;-1;
"5.2.3.10.11";"Belanja Modal Pengadaan Tabung Pemadam Kebakaran";4;0;-1;
"5.2.3.10.12";"Belanja Modal Pengadaan Mesin Absensi";4;0;-1;
"5.2.3.10.13";"Belanja Modal Pengadaan Mesin Roll O-Pact";4;0;-1;
"5.2.3.11";"Belanja Modal Pengadaan Perlengkapan Kantor";3;1;-1;
"5.2.3.11.01";"Belanja Modal Pengadaan Meja Gambar";4;0;-1;
"5.2.3.11.02";"Belanja Modal Pengadaan Lemari";4;0;-1;
"5.2.3.11.03";"Belanja Modal Pengadaan Brankas";4;0;-1;
"5.2.3.11.04";"Belanja Modal Pengadaan Filling Kabinet";4;0;-1;
"5.2.3.11.05";"Belanja Modal Pengadaan White Board";4;0;-1;
"5.2.3.11.06";"Belanja Modal Pengadaan Penunjuk Waktu";4;0;-1;
"5.2.3.11.07";"Belanja Modal Pengadaan AC";4;0;-1;
"5.2.3.11.08";"Belanja Modal Pengadaan Televisi";4;0;-1;
"5.2.3.11.09";"Belanja Modal Pengadaan Radio Tape / Home Theathre";4;0;-1;
"5.2.3.11.10";"Belanja Modal Peralatan Kebersihan Kantor";4;0;-1;
"5.2.3.11.13";"Belanja Modal Pengadaan Kipas Angin";4;0;-1;
"5.2.3.11.14";"Belanja Modal Pengadaan Partisi";4;0;-1;
"5.2.3.11.15";"Belanja Modal Pengadaan Mesin Antri*";4;0;-1;
"5.2.3.11.16";"Belanja Modal Pengadaan Tangga Lipat";4;0;-1;
"5.2.3.12";"Belanja Modal Pengadaan Komputer";3;1;-1;
"5.2.3.12.01";"Belanja Modal Pengadaan Komputer Main Frame / Server";4;0;-1;
"5.2.3.12.02";"Belanja Modal Pengadaan Komputer / PC";4;0;-1;
"5.2.3.12.03";"Belanja Modal Pengadaan Komputer Note Book";4;0;-1;
"5.2.3.12.04";"Belanja Modal Pengadaan Printer";4;0;-1;
"5.2.3.12.05";"Belanja Modal Pengadaan Scanner";4;0;-1;
"5.2.3.12.06";"Belanja Modal Pengadaan Monitor / Display";4;0;-1;
"5.2.3.12.07";"Belanja Modal Pengadaan CPU";4;0;-1;
"5.2.3.12.08";"Belanja Modal Pengadaan UPS / Stabilizer";4;0;-1;
"5.2.3.12.09";"Belanja Modal Pengadaan Kelengkapan Komputer (Motherboard, Harddisk, Keyboard, Memory, Power Supply)";4;0;-1;
"5.2.3.12.10";"Belanja Modal Pengadaan Peralatan Jaringan Komputer";4;0;-1;
"5.2.3.12.11";"Belanja Modal Pengadaan Software Pengembangan Sistem Informasi Manajemen";4;0;-1;
"5.2.3.13";"Belanja Modal Pengadaan Mebeulair";3;1;-1;
"5.2.3.13.01";"Belanja Modal Pengadaan Meja Kerja";4;0;-1;
"5.2.3.13.02";"Belanja Modal Pengadaan Meja Rapat";4;0;-1;
"5.2.3.13.03";"Belanja Modal Pengadaan Meja Makan";4;0;-1;
"5.2.3.13.04";"Belanja Modal Pengadaan Kursi Kerja";4;0;-1;
"5.2.3.13.05";"Belanja Modal Pengadaan Kursi Rapat";4;0;-1;
"5.2.3.13.06";"Belanja Modal Pengadaan Kursi Makan";4;0;-1;
"5.2.3.13.07";"Belanja Modal Pengadaan Tempat Tidur";4;0;-1;
"5.2.3.13.08";"Belanja Modal Pengadaan Sofa";4;0;-1;
"5.2.3.13.09";"Belanja Modal Pengadaan Rak Buku / TV / Kembang";4;0;-1;
"5.2.3.13.10";"Belanja Modal Pengadaan Meja / Kursi / Lemari";4;0;-1;
"5.2.3.13.11";"Belanja Modal Pengadaan Kursi Tunggu";4;0;-1;
"5.2.3.14";"Belanja Modal Pengadaan Peralatan Dapur";3;1;-1;
"5.2.3.14.01";"Belanja Modal Pengadaan Tabung Gas";4;0;-1;
"5.2.3.14.02";"Belanja Modal Pengadaan Kompor Gas";4;0;-1;
"5.2.3.14.03";"Belanja Modal Pengadaan Lemari Makan";4;0;-1;
"5.2.3.14.04";"Belanja Modal Pengadaan Dispenser/Water Heater";4;0;-1;
"5.2.3.14.05";"Belanja Modal Pengadaan Kulkas/Mesin Cuci";4;0;-1;
"5.2.3.14.06";"Belanja Modal Pengadaan Rak Piring";4;0;-1;
"5.2.3.14.07";"Belanja Modal Pengadaan Piring / Gelas / Sendok / Garpu / Cangkir / Pisau / Mangkok";4;0;-1;
"5.2.3.14.08";"Belanja Modal Pengadaan Peralatan Memasak";4;0;-1;
"5.2.3.14.09";"Belanja Modal Pengadaan Mesin Cuci";4;0;-1;
"5.2.3.15";"Belanja Modal Pengadaan Penghias Ruangan Rumah Tangga";3;1;-1;
"5.2.3.15.01";"Belanja Modal Pengadaan Lampu Hias";4;0;-1;
"5.2.3.15.02";"Belanja Modal Pengadaan Jam Dinding / Meja";4;0;-1;
"5.2.3.15.03";"Belanja Modal Pengadaan Gordyn";4;0;-1;
"5.2.3.15.04";"Belanja Modal Pengadaan Tralis";4;0;-1;
"5.2.3.15.05";"Belanja Modal Pengadaan Pengharum Ruangan Elektrik";4;0;-1;
"5.2.3.15.06";"Belanja Modal Pengadaan Linen";4;0;-1;
"5.2.3.16";"Belanja Modal Pengadaan Alat-alat Studio";3;1;-1;
"5.2.3.16.01";"Belanja Modal Pengadaan Kamera";4;0;-1;
"5.2.3.16.02";"Belanja Modal Pengadaan Handycam";4;0;-1;
"5.2.3.16.03";"Belanja Modal Pengadaan Proyektor";4;0;-1;
"5.2.3.16.04";"Belanja Modal Pengadaan Sound System";4;0;-1;
"5.2.3.16.05";"Belanja Modal Pengadaan Alat Kelengkapan Pendukung Sound System";4;0;-1;
"5.2.3.16.06";"Belanja Modal Pengadaan Alat Musik";4;0;-1;
"5.2.3.17";"Belanja Modal Pengadaan Alat-alat Komunikasi";3;1;-1;
"5.2.3.17.01";"Belanja Modal Pengadaan Telepon";4;0;-1;
"5.2.3.17.02";"Belanja Modal Pengadaan Faximili";4;0;-1;
"5.2.3.17.03";"Belanja Modal Pengadaan Radio SSB";4;0;-1;
"5.2.3.17.04";"Belanja Modal Pengadaan Radio HF / FM (Handy Talkie)";4;0;-1;
"5.2.3.17.05";"Belanja Modal Pengadaan Radio VHF";4;0;-1;
"5.2.3.17.06";"Belanja Modal Pengadaan Radio UHF";4;0;-1;
"5.2.3.17.07";"Belanja Modal Pengadaan Alat Sandi";4;0;-1;
"5.2.3.18";"Belanja Modal Pengadaan Alat-alat Ukur";3;1;-1;
"5.2.3.18.01";"Belanja Modal Pengadaan Timbangan";4;0;-1;
"5.2.3.18.02";"Belanja Modal Pengadaan Teodolite";4;0;-1;
"5.2.3.18.03";"Belanja Modal Pengadaan Alat Uji Emisi";4;0;-1;
"5.2.3.18.04";"Belanja Modal Pengadaan Alat GPS";4;0;-1;
"5.2.3.18.05";"Belanja Modal Pengadaan Kompas / Peralatan Navigasi";4;0;-1;
"5.2.3.18.06";"Belanja Modal Pengadaan Bejana Ukur";4;0;-1;
"5.2.3.18.07";"Belanja Modal Pengadaan Barometer";4;0;-1;
"5.2.3.18.08";"Belanja Modal Pengadaan Seismograph";4;0;-1;
"5.2.3.18.09";"Belanja Modal Pengadaan Ultrasonograph";4;0;-1;
"5.2.3.18.11";"Belanja Modal Alat Ukur Jalan dan Jembatan";4;0;-1;
"5.2.3.18.12";"Belanja Modal Alat Ukur Kedalaman Air";4;0;-1;
"5.2.3.18.13";"Belanja Modal Laser Distance*";4;0;-1;
"5.2.3.19";"Belanja Modal Pengadaan Alat-alat Kedokteran";3;1;-1;
"5.2.3.19.01";"Belanja Modal Pengadaan Alat-alat Kedokteran Umum";4;0;-1;
"5.2.3.19.02";"Belanja Modal Pengadaan Alat-alat Kedokteran Gigi";4;0;-1;
"5.2.3.19.03";"Belanja Modal Pengadaan Alat-alat Kedokteran THT";4;0;-1;
"5.2.3.19.04";"Belanja Modal Pengadaan Alat-alat Kedokteran Mata";4;0;-1;
"5.2.3.19.05";"Belanja Modal Pengadaan Alat-alat Kedokteran Bedah";4;0;-1;
"5.2.3.19.06";"Belanja Modal Pengadaan Alat-alat Kedokteran Anak";4;0;-1;
"5.2.3.19.07";"Belanja Modal Pengadaan Alat-alat Kedokteran Kebidanan dan Penyakit Kandungan";4;0;-1;
"5.2.3.19.08";"Belanja Modal Pengadaan Alat-alat Kedokteran Kulit dan Kelamin";4;0;-1;
"5.2.3.19.09";"Belanja Modal Pengadaan Alat-alat Kedokteran Kardiologi";4;0;-1;
"5.2.3.19.10";"Belanja Modal Pengadaan Alat-alat Kedokteran Neurologi";4;0;-1;
"5.2.3.19.11";"Belanja Modal Pengadaan Alat-alat Kedokteran Orthopedi";4;0;-1;
"5.2.3.19.12";"Belanja Modal Pengadaan Alat-alat Kedokteran Hewan";4;0;-1;
"5.2.3.19.13";"Belanja Modal Pengadaan Alat-alat Farmasi";4;0;-1;
"5.2.3.19.14";"Belanja Modal Pengadaan Alat-alat Alat-alat Penyakit Dalam / Internis";4;0;-1;
"5.2.3.19.15";"Belanja Modal Pengadaan Alat-alat Kedokteran Rehab Medis";4;0;-1;
"5.2.3.20";"Belanja Modal Pengadaan Alat-alat Laboratorium";3;1;-1;
"5.2.3.20.01";"Belanja Modal Pengadaan Alat-alat Laboratorium Biologi";4;0;-1;
"5.2.3.20.02";"Belanja Modal Pengadaan Alat-alat Laboratorium Fisika / Geologi / Geodesi";4;0;-1;
"5.2.3.20.03";"Belanja Modal Pengadaan Alat-alat Laboratorium Kimia";4;0;-1;
"5.2.3.20.04";"Belanja Modal Pengadaan Alat-alat Laboratorium Pertanian";4;0;-1;
"5.2.3.20.05";"Belanja Modal Pengadaan Alat-alat Laboratorium Peternakan";4;0;-1;
"5.2.3.20.06";"Belanja Modal Pengadaan Alat-alat Laboratorium Perkebunan";4;0;-1;
"5.2.3.20.07";"Belanja Modal Pengadaan Alat-alat Laboratorium Perikanan";4;0;-1;
"5.2.3.20.08";"Belanja Modal Pengadaan Alat-alat Laboratorium Bahasa";4;0;-1;
"5.2.3.20.09";"Belanja Modal Pengadaan Alat-alat Peraga / Praktek Sekolah";4;0;-1;
"5.2.3.20.10";"Belanja Modal Pengadaan Alat-alat Laboratorium IPA";4;0;-1;
"5.2.3.20.11";"Belanja Modal Pengadaan Alat-alat Laboratorium Komputer";4;0;-1;
"5.2.3.21";"Belanja Modal Pengadaan Konstruksi Jalan";3;1;-1;
"5.2.3.21.01";"Belanja Modal Pengadaan Konstruksi  Jalan";4;0;-1;
"5.2.3.21.02";"Belanja Modal Pengadaan Konstruksi Jalan Fly Over";4;0;-1;
"5.2.3.21.03";"Belanja Modal Pengadaan Konstruksi Jalan Under Pass";4;0;-1;
"5.2.3.21.04";"Belanja Modal Pengadaan Konstruksi Jalan Kabupaten";4;0;-1;
"5.2.3.21.05";"Belanja Modal Pengadaan Konstruksi Jalan Lingkungan";4;0;-1;
"5.2.3.21.06";"Belanja Modal Rehab/ Peningkatan/ Pemeliharaan Jalan";4;0;-1;
"5.2.3.21.07";"Belanja Modal Pengadaan Konstruksi Jalan Desa";4;0;-1;
"5.2.3.21.08";"Belanja Modal Pengadaan Konstruksi Turap Jalan Desa";4;0;-1;
"5.2.3.21.09";"Belanja Modal Pengadaan Pendestrian Jalan";4;0;-1;
"5.2.3.22";"Belanja Modal Pengadaan Konstruksi Jembatan";3;1;-1;
"5.2.3.22.01";"Belanja Modal Pengadaan Konstruksi Jembatan Gantung";4;0;-1;
"5.2.3.22.02";"Belanja Modal Pengadaan Konstruksi Jembatan Ponton";4;0;-1;
"5.2.3.22.03";"Belanja Modal Pengadaan Konstruksi Jembatan Penyebrangan Orang";4;0;-1;
"5.2.3.22.04";"Belanja Modal Pengadaan Konstruksi Jembatan Penyebrangan di Atas Air";4;0;-1;
"5.2.3.22.05";"Belanja Modal Rehab/ Peningkatan/ Pemeliharaan Jembatan";4;0;-1;
"5.2.3.23";"Belanja Modal Pengadaan Konstruksi Jaringan Air";3;1;-1;
"5.2.3.23.01";"Belanja Modal Pengadaan Konstruksi Bendungan";4;0;-1;
"5.2.3.23.02";"Belanja Modal Pengadaan Konstruksi Waduk";4;0;-1;
"5.2.3.23.03";"Belanja Modal Pengadaan Konstruksi Kanal Permukaan";4;0;-1;
"5.2.3.23.04";"Belanja Modal Pengadaan Konstruksi Kanal Bawah Tanah";4;0;-1;
"5.2.3.23.05";"Belanja Modal Pengadaan Konstruksi Jaringan Irigasi";4;0;-1;
"5.2.3.23.06";"Belanja Modal Pengadaan Konstruksi Jaringan Air Bersih / Air Minum";4;0;-1;
"5.2.3.23.07";"Belanja Modal Pengadaan Konstruksi Reservoir";4;0;-1;
"5.2.3.23.08";"Belanja Modal Pengadaan Konstruksi Pintu Air";4;0;-1;
"5.2.3.23.09";"Belanja Modal Pengadaan Konstruksi Alur Sungai";4;0;-1;
"5.2.3.23.10";"Belanja Modal Rehab/ Peningkatan/ Pemeliharaan Jaringan Air";4;0;-1;
"5.2.3.23.11";"Belanja Modal Pengadaan Konstruksi Saluran Drainase/gorong-gorong";4;0;-1;
"5.2.3.23.12";"Belanja Modal Pengadaan Konstruksi Turap/talud/bronjong/tembok penahan tanah";4;0;-1;
"5.2.3.23.13";"Belanja Modal Pengadaan Instalasi Pengolahan Air Limbah (IPAL)";4;0;-1;
"5.2.3.24";"Belanja Modal Pengadaan Penerangan Jalan, Taman dan Hutan Kota";3;1;-1;
"5.2.3.24.01";"Belanja Modal Pengadaan Lampu Hias Jalan";4;0;-1;
"5.2.3.24.02";"Belanja Modal Pengadaan Lampu Hias Taman";4;0;-1;
"5.2.3.24.03";"Belanja Modal Pengadaan Lampu Penerang Hutan Kota";4;0;-1;
"5.2.3.24.04";"Belanja Modal Pengadaan Lampu PJU";4;0;-1;
"5.2.3.25";"Belanja Modal Pengadaan Instalasi Listrik dan Telepon";3;1;-1;
"5.2.3.25.01";"Belanja Modal Pengadaan Instalasi Listrik";4;0;-1;
"5.2.3.25.02";"Belanja Modal Pengadaan Instalasi Telepon";4;0;-1;
"5.2.3.26";"Belanja Modal Pengadaan Konstruksi / Pembelian Bangunan";3;1;-1;
"5.2.3.26.01";"Belanja Modal Pengadaan Konstruksi / Pembelian Gedung Kantor";4;0;-1;
"5.2.3.26.02";"Belanja Modal Pengadaan Konstruksi / Pembelian Rumah Jabatan";4;0;-1;
"5.2.3.26.03";"Belanja Modal Pengadaan Konstruksi / Pembelian Rumah Dinas";4;0;-1;
"5.2.3.26.04";"Belanja Modal Pengadaan Konstruksi / Pembelian Gedung Gudang";4;0;-1;
"5.2.3.26.05";"Belanja Modal Pengadaan Konstruksi / Pembelian Bangunan Bersejarah";4;0;-1;
"5.2.3.26.06";"Belanja Modal Pengadaan Konstruksi / Pembelian Bangunan Monumen";4;0;-1;
"5.2.3.26.07";"Belanja Modal Pengadaan Konstruksi Tugu Peringatan";4;0;-1;
"5.2.3.26.08";"Belanja Modal Pengadaan Konstruksi Billboard / Reklame / Iklan / Pengumuman";4;0;-1;
"5.2.3.26.09";"Belanja Modal Pengadaan Konstruksi / Pembelian Sekolah Dasar";4;0;-1;
"5.2.3.26.10";"Belanja Modal Pengadaan Konstruksi / Pembelian Sekolah Menengah Umum dan Kejuruan";4;0;-1;
"5.2.3.26.11";"Belanja Modal Pengadaan Konstruksi / Pembelian Sekolah Lanjutan Umum dan Kejuruan";4;0;-1;
"5.2.3.26.12";"Belanja Modal Pengadaan Konstruksi / Pembelian Bangunan MCK / Fasilitas Umum";4;0;-1;
"5.2.3.26.13";"Belanja Modal Pengadaan Konstruksi / Pembelian Bangunan Kandang/Kolam";4;0;-1;
"5.2.3.26.14";"Belanja Modal Rehabilitasi/Peningkatan/ Pemeliharaan Bangunan";4;0;-1;
"5.2.3.26.15";"Belanja Modal Pengadaan Tower/Menara";4;0;-1;
"5.2.3.26.16";"Belanja Modal Pengadaan Pagar";4;0;-1;
"5.2.3.26.17";"Pengadaan Lab Sederhana (TB) Puskesmas";4;0;-1;
"5.2.3.26.18";"Belanja Modal Pengadaan Kontruksi / Pembelian Bangunan Sumur Resapan";4;0;-1;
"5.2.3.26.19";"Belanja Modal Pengadaan Konstruksi / Pembelian Sekolah Menengah Pertama";4;0;-1;
"5.2.3.26.20";"Belanja Modal Pengadaan Kontruksi Pasar Tradisional";4;0;-1;
"5.2.3.26.22";"Belanja Modal Pengadaan Pembangunan Gedung Kesehatan*";4;0;-1;
"5.2.3.26.23";"Belanja Modal Pemeliharaan/Rehabilitasi/Peningkatan Konstruksi Bangunan Sekolah Dasar*";4;0;-1;
"5.2.3.26.26";"Belanja Modal Pemeliharaan Bangunan Kesehatan*";4;0;-1;
"5.2.3.26.27";"Belanja Modal Pembangunan/Penataan Taman Terbuka/Hutan Kota/Ruang Terbuka Hijau/Jalur Hijau";4;0;-1;
"5.2.3.26.28";"Belanja modal penataan taman luar kantor";4;0;-1;
"5.2.3.26.29";"Belanja Modal Rehabilitasi/Peningkatan Bangunan Penyelenggaraan Pendidikan Dasar (Wajib Belajar) Sembilan Tahun";4;0;-1;
"5.2.3.26.30";"Belanja Modal Pengadaan Bangunan/Gedung Kesegaran Jasmani dan Kreasi";4;0;-1;
"5.2.3.27";"Belanja Modal Pengadaan Buku / Kepustakaan";3;1;-1;
"5.2.3.27.01";"Belanja Modal Pengadaan Buku Matematika";4;0;-1;
"5.2.3.27.02";"Belanja Modal Pengadaan Buku Fisika";4;0;-1;
"5.2.3.27.03";"Belanja Modal Pengadaan Buku Kimia";4;0;-1;
