kode;nama;level;issummary;defsign
"5.2.2.20.190";"Belanja Pemeliharaan Jam Dinding/Meja";4;0;-1;
"5.2.2.20.191";"Belanja Pemeliharaan Lemari Hias";4;0;-1;
"5.2.2.20.192";"Belanja Pemeliharaan Meja Hias";4;0;-1;
"5.2.2.20.193";"Belanja Pemeliharaan Hiasan Ruangan";4;0;-1;
"5.2.2.20.194";"Belanja Pemeliharaan Vertikal Blind/Gordyn";4;0;-1;
"5.2.2.20.195";"Belanja Pemeliharaan Aquarium";4;0;-1;
"5.2.2.20.196";"Belanja Pemeliharaan Handycam";4;0;-1;
"5.2.2.20.197";"Belanja Pemeliharaan Proyektor/Terawang";4;0;-1;
"5.2.2.20.198";"Belanja Pemeliharaan Peralatan Studio Visual/Kamera";4;0;-1;
"5.2.2.20.199";"Belanja Pemeliharaan Peralatan Studio Video dan Film/Handycam";4;0;-1;
"5.2.2.20.200";"Belanja Pemeliharaan Peralatan Cetak Film";4;0;-1;
"5.2.2.20.201";"Belanja Pemeliharaan OHP/Infocus/LCD/TV/HDTV";4;0;-1;
"5.2.2.20.202";"Belanja Pemeliharaan CCTV";4;0;-1;
"5.2.2.20.203";"Belanja Pemeliharaan Telepon";4;0;-1;
"5.2.2.20.204";"Belanja Pemeliharaan Faximili";4;0;-1;
"5.2.2.20.205";"Belanja Pemeliharaan Alat Sandi";4;0;-1;
"5.2.2.20.206";"Belanja Pemeliharaan Alat Komunikasi Sosial/Handy Talkie";4;0;-1;
"5.2.2.20.207";"Belanja Pemeliharaan Peralatan Pemancar MF/MW";4;0;-1;
"5.2.2.20.208";"Belanja Pemeliharaan Jaringan Internet";4;0;-1;
"5.2.2.20.209";"Belanja Pemeliharaan Jaringan LAN/Teknologi Informasi/Receiver";4;0;-1;
"5.2.2.20.210";"Belanja Pemeliharaan Timbangan";4;0;-1;
"5.2.2.20.211";"Belanja Pemeliharaan Teodolite";4;0;-1;
"5.2.2.20.212";"Belanja Pemeliharaan Alat Uji Emisi";4;0;-1;
"5.2.2.20.213";"Belanja Pemeliharaan Alat GPS";4;0;-1;
"5.2.2.20.214";"Belanja Pemeliharaan Alat Tes Klinis";4;0;-1;
"5.2.2.20.215";"Belanja Pemeliharaan Kalibrasi Alat Pengukuran";4;0;-1;
"5.2.2.20.216";"Belanja Pemeliharaan Alat-Alat Kedokteran Gigi";4;0;-1;
"5.2.2.20.217";"Belanja Pemeliharaan Alat-Alat Kedokteran THT";4;0;-1;
"5.2.2.20.218";"Belanja Pemeliharaan Alat-Alat Kedokteran Mata";4;0;-1;
"5.2.2.20.219";"Belanja Pemeliharaan Alat-Alat Kedokteran Bedah";4;0;-1;
"5.2.2.20.220";"Belanja Pemeliharaan Alat-Alat Kedokteran Anak";4;0;-1;
"5.2.2.20.221";"Belanja Pemeliharaan Alat-Alat Kebidanan dan Penyakit Kandungan";4;0;-1;
"5.2.2.20.222";"Belanja Pemeliharaan Alat-Alat Kedokteran Kulit dan Kelamin";4;0;-1;
"5.2.2.20.223";"Belanja Pemeliharaan Alat-Alat Kardiologi";4;0;-1;
"5.2.2.20.224";"Belanja Pemeliharaan Alat-Alat Neurologi";4;0;-1;
"5.2.2.20.225";"Belanja Pemeliharaan Alat-Alat Orthopedi";4;0;-1;
"5.2.2.20.226";"Belanja Pemeliharaan Alat-Alat Hewan";4;0;-1;
"5.2.2.20.227";"Belanja Pemeliharaan Alat-Alat Farmasi";4;0;-1;
"5.2.2.20.228";"Belanja Pemeliharaan Alat-Alat Penyakit Dalam/Internis";4;0;-1;
"5.2.2.20.229";"Belanja Pemeliharaan Alat-Alat Kedokteran KB";4;0;-1;
"5.2.2.20.230";"Belanja Pemeliharaan Alat-Alat Radiologi";4;0;-1;
"5.2.2.20.231";"Belanja Pemeliharaan Alat-Alat Kamar Operasi";4;0;-1;
"5.2.2.20.232";"Belanja Pemeliharaan Alat-Alat Ruang HCU/ICCU";4;0;-1;
"5.2.2.20.233";"Belanja Pemeliharaan Alat-Alat Ruang Kamar Perawatan";4;0;-1;
"5.2.2.20.234";"Belanja Pemeliharaan Alat-Alat Laboratorium Sekolah";4;0;-1;
"5.2.2.20.235";"Belanja Pemeliharaan Alat-Alat Laboratorium Pertanian";4;0;-1;
"5.2.2.20.236";"Belanja Pemeliharaan Alat-Alat Laboratorium Peternakan";4;0;-1;
"5.2.2.20.237";"Belanja Pemeliharaan Alat-Alat Laboratorium Perkebunan";4;0;-1;
"5.2.2.20.238";"Belanja Pemeliharaan Alat-Alat Laboratorium Perikanan";4;0;-1;
"5.2.2.20.239";"Belanja Pemeliharaan Alat-Alat Peraga/Praktek Sekolah";4;0;-1;
"5.2.2.20.240";"Belanja Pemeliharaan Alat-Alat Laboratorium Kesehatan";4;0;-1;
"5.2.2.20.241";"Belanja Pemeliharaan Alat-Alat Laboratorium Mikrobiologi";4;0;-1;
"5.2.2.20.242";"Belanja Pemeliharaan Alat-Alat Laboratorium Kesehatan Hewan/Kesmavet";4;0;-1;
"5.2.2.20.243";"Belanja Pemeliharaan Bendungan/Waduk/Embung";4;0;-1;
"5.2.2.20.244";"Belanja Pemeliharaan Kanal Permukaan";4;0;-1;
"5.2.2.20.245";"Belanja Pemeliharaan Kanal Bawah Tanah";4;0;-1;
"5.2.2.20.246";"Belanja Pemeliharaan Jaringan Irigasi";4;0;-1;
"5.2.2.20.247";"Belanja Pemeliharaan Jaringan Air Bersih/Air Minum";4;0;-1;
"5.2.2.20.248";"Belanja Pemeliharaan Reservoir/Sumur Resapan";4;0;-1;
"5.2.2.20.249";"Belanja Pemeliharaan Pintu Air";4;0;-1;
"5.2.2.20.250";"Belanja Pemeliharaan Saluran Air";4;0;-1;
"5.2.2.20.251";"Belanja Pemeliharaan MCK";4;0;-1;
"5.2.2.20.252";"Belanja Pemeliharaan Instalasi Pengolahan Sampah";4;0;-1;
"5.2.2.20.253";"Belanja Pemeliharaan Instalasi Pengolahan Air Kotor/Limbah (IPAK/IPAL)";4;0;-1;
"5.2.2.20.254";"Belanja Pemeliharaan Lampu Hias Jalan";4;0;-1;
"5.2.2.20.255";"Belanja Pemeliharaan Taman/Jalur Hijau/RTH";4;0;-1;
"5.2.2.20.256";"Belanja Pemeliharaan Lampu Penerangan Hutan Kota";4;0;-1;
"5.2.2.20.257";"Belanja Pemeliharaan Lampu Penerangan Jalan Lingkungan";4;0;-1;
"5.2.2.20.258";"Belanja Pemeliharaan Lampu Penerangan Sarana dan Prasarana Umum";4;0;-1;
"5.2.2.20.259";"Belanja Pemeliharaan Lampu Penerangan Gedung/Kantor";4;0;-1;
"5.2.2.20.260";"Belanja Pemeliharaan Instalasi Jaringan Utilitas PJU";4;0;-1;
"5.2.2.20.261";"Belanja Pemeliharaan Gedung Kantor";4;0;-1;
"5.2.2.20.262";"Belanja Pemeliharaan Rumah Jabatan/Dinas";4;0;-1;
"5.2.2.20.263";"Belanja Pemeliharaan Gudang";4;0;-1;
"5.2.2.20.264";"Belanja Pemeliharaan Bangunan Bersejarah/Monumen/ Tugu Peringatan";4;0;-1;
"5.2.2.20.265";"Belanja Pemeliharaan Sarana Pendidikan dan Pelatihan";4;0;-1;
"5.2.2.20.266";"Belanja Pemeliharaan Gedung Sarana Olahraga";4;0;-1;
"5.2.2.20.267";"Belanja Pemeliharaan Gedung Sarana/Tempat Ibadah";4;0;-1;
"5.2.2.20.268";"Belanja Pemeliharaan Gedung Panti Sosial/Panti Jompo";4;0;-1;
"5.2.2.20.269";"Belanja Pemeliharaan Terminal";4;0;-1;
"5.2.2.20.270";"Belanja Pemeliharaan Dermaga Laut";4;0;-1;
"5.2.2.20.271";"Belanja Pemeliharaan Batas Wilayah/Tugu Titik Kontrol";4;0;-1;
"5.2.2.20.272";"Belanja Pemeliharaan Air Mancur";4;0;-1;
"5.2.2.20.273";"Belanja Pemeliharaan Gedung Bengkel";4;0;-1;
"5.2.2.20.274";"Belanja Pemeliharaan Gedung Kesenian/Kebudayaan";4;0;-1;
"5.2.2.20.275";"Belanja Pemeliharaan Rambu-Rambu";4;0;-1;
"5.2.2.20.276";"Belanja Pemeliharaan Pagar Pengaman Jalan";4;0;-1;
"5.2.2.20.277";"Belanja Pemeliharaan Mikrofilm";4;0;-1;
"5.2.2.20.278";"Belanja Pemeliharaan Barang Bercorak Kesenian, Kebudayaan";4;0;-1;
"5.2.2.20.279";"Belanja Pemeliharaan Lukisan/Foto";4;0;-1;
"5.2.2.20.280";"Belanja Pemeliharaan Maket/Miniatur/Diorama";4;0;-1;
"5.2.2.20.281";"Belanja Pemeliharaan Barang Kesenian";4;0;-1;
"5.2.2.20.282";"Belanja Pemeliharaan Benda-Benda Bersejarah";4;0;-1;
"5.2.2.20.283";"Belanja Pemeliharaan Alarm/Sirene";4;0;-1;
"5.2.2.20.284";"Belanja Pemeliharaan Pagar Taman";4;0;-1;
"5.2.2.20.285";"Belanja Pemeliharaan Taman Luar Gedung/Kantor dan Sarana Penunjangnya";4;0;-1;
"5.2.2.21";"Belanja Jasa Konsultansi";3;1;-1;
"5.2.2.21.01";"Belanja Jasa Konsultansi Pemeliharaan";4;0;-1;
"5.2.2.21.02";"Belanja Jasa Konsultansi Perencanaan";4;0;-1;
"5.2.2.21.03";"Belanja Jasa Konsultansi Pengawasan";4;0;-1;
"5.2.2.21.04";"Belanja Jasa Konsultansi Sistem Informasi Manajemen (SIM)";4;0;-1;
"5.2.2.21.05";"Belanja Jasa Konsultansi Hukum/ Pengacara/ Advokat";4;0;-1;
"5.2.2.21.06";"Belanja Jasa Konsultansi Penilai Aset";4;0;-1;
"5.2.2.21.07";"Belanja Jasa Konsultansi Penelitian";4;0;-1;
"5.2.2.21.08";"Belanja Jasa Konsultansi Lainnya*";4;0;-1;
"5.2.2.21.09";"Belanja Jasa Konsultansi Penyusunan Rancangan Peraturan";4;0;-1;
"5.2.2.21.10";"Belanja Jasa Konsultansi Manajemen";4;0;-1;
"5.2.2.21.11";"Belanja Jasa Konsultansi Sumber Daya Manusia (SDM)";4;0;-1;
"5.2.2.21.12";"Belanja Jasa Konsultansi AMDAL";4;0;-1;
"5.2.2.21.15";"Belanja Jasa Konsultansi Pemetaan";4;0;-1;
"5.2.2.22";"Belanja Operasional Sekolah (BOS) Daerah";3;1;-1;
"5.2.2.22.01";"BOS MI Negeri/Swasta";4;0;-1;
"5.2.2.22.02";"BOS MTS Negeri/Swasta";4;0;-1;
"5.2.2.22.03";"BOS SD Negeri/Swasta";4;0;-1;
"5.2.2.22.04";"BOS SMP Negeri/Swasta";4;0;-1;
"5.2.2.22.05";"BOS SMA Negeri/Swasta";4;0;-1;
"5.2.2.22.06";"BOS MA Negeri/Swasta";4;0;-1;
"5.2.2.23";"Belanja Barang dan Jasa BOS Pusat";3;1;-1;
"5.2.2.23.01";"Belanja Barang dan Jasa BOS Pemerintah Pusat";4;0;-1;
"5.2.2.24";"Belanja Kursus, Pelatihan, Sosialisasi dan Bimbingan Teknis Non PNS";3;1;-1;
"5.2.2.24.01";"Belanja Kursus-kursus Singkat/Pelatihan";4;0;-1;
"5.2.2.24.02";"Belanja Sosialisasi";4;0;-1;
"5.2.2.24.03";"Belanja Bimbingan Teknis";4;0;-1;
"5.2.2.24.04";"Belanja Seminar";4;0;-1;
"5.2.2.25";"Belanja Sarana Pelayanan Pengujian Kendaraan Bermotor";3;1;-1;
"5.2.2.25.01";"Belanja Cetak Khusus Buku KIR";4;0;-1;
"5.2.2.25.02";"Belanja Cetak Plat KIR/Timah/Kawat Ulir";4;0;-1;
"5.2.2.26";"Belanja Barang dan Jasa Kepada Pihak Ketiga/Masyarakat";3;1;-1;
"5.2.2.26.01";"Belanja Pengadaan Alat Berat";4;0;-1;
"5.2.2.26.02";"Belanja Pengadaan Alat-alat Angkutan Darat Bermotor";4;0;-1;
"5.2.2.26.03";"Belanja Pengadaan Alat-alat Angkutan Darat Tidak Bermotor";4;0;-1;
"5.2.2.26.04";"Belanja Pengadaan Alat-alat Angkutan diatas Air Bermotor";4;0;-1;
"5.2.2.26.05";"Belanja Pengadaan Alat-alat Angkutan diatas Air Tidak Bermotor";4;0;-1;
"5.2.2.26.06";"Belanja Pengadaan Alat-alat Angkutan Udara";4;0;-1;
"5.2.2.26.07";"Belanja Pengadaan Alat-alat Bengkel";4;0;-1;
"5.2.2.26.08";"Belanja Pengadaan Alat-alat Pengolahan Pertanian dan Peternakan";4;0;-1;
"5.2.2.26.09";"Belanja Pengadaan Peralatan Kantor";4;0;-1;
"5.2.2.26.10";"Belanja Pengadaan Perlengkapan Kantor";4;0;-1;
"5.2.2.26.11";"Belanja Pengadaan Komputer";4;0;-1;
"5.2.2.26.12";"Belanja Pengadaan Mebeulair";4;0;-1;
"5.2.2.26.13";"Belanja Pengadaan Peralatan Dapur";4;0;-1;
"5.2.2.26.14";"Belanja Pengadaan Penghias Ruangan Rumah Tangga";4;0;-1;
"5.2.2.26.15";"Belanja Pengadaan Alat-alat Studio";4;0;-1;
"5.2.2.26.16";"Belanja Pengadaan Alat-alat Komunikasi";4;0;-1;
"5.2.2.26.17";"Belanja Pengadaan Alat-alat Ukur";4;0;-1;
"5.2.2.26.18";"Belanja Pengadaan Alat-alat Kedokteran";4;0;-1;
"5.2.2.26.19";"Belanja Pengadaan Alat-alat Laboratorium";4;0;-1;
"5.2.2.26.20";"Belanja Pengadaan Buku / Kepustakaan";4;0;-1;
"5.2.2.26.21";"Belanja Pengadaan Hewan / Ternak dan Tanaman";4;0;-1;
"5.2.2.26.22";"Belanja Pengadaan Alat-alat Persenjataan / Keamanan";4;0;-1;
"5.2.2.26.23";"Belanja Pengadaan Alat-alat Pemadam Kebakaran";4;0;-1;
"5.2.2.26.24";"Belanja Pengadaan Sarana dan Prasarana Promosi";4;0;-1;
"5.2.2.26.25";"Belanja Pengadaan Alat-alat Perindustrian";4;0;-1;
"5.2.2.26.26";"Belanja Pengadaan Alat-alat Olahraga";4;0;-1;
"5.2.2.26.27";"Belanja Pengadaan Sarana Pertanian, Peternakan, Perikanan dan Kelautan";4;0;-1;
"5.2.2.26.28";"Belanja Pengadaan Prasarana Pertanian, Peternakan, Perikanan dan Kelautan";4;0;-1;
"5.2.2.26.29";"Belanja Pengadaan Alat-alat Ibadah";4;0;-1;
"5.2.2.26.30";"Belanja Pengadaan Sarana dan Prasarana Pendidikan";4;0;-1;
"5.2.2.26.31";"Belanja Pengadaan Sarana dan Prasarana Ketenagalistrikan";4;0;-1;
"5.2.2.26.32";"Belanja Pengadaan Labu Darah";4;0;-1;
"5.2.2.26.33";"Belanja Biaya PemulasaranJenazah";4;0;-1;
"5.2.2.26.34";"Belanja Pengadaan Alat dan Mesin Pertanian";4;0;-1;
"5.2.2.26.35";"Belanja Pengadaan Alat dan Mesin Peternakan";4;0;-1;
"5.2.2.26.36";"Belanja Pengadaan Ternak Ruminansia Besar";4;0;-1;
"5.2.2.26.37";"Belanja Pengadaan Ternak Ruminansia Kecil";4;0;-1;
"5.2.2.26.38";"Belanja Pengadaan Ternak Unggas";4;0;-1;
"5.2.2.26.39";"Belanja Pengadaan Bibit/Benih Tanaman";4;0;-1;
"5.2.2.26.40";"Belanja Pengadaan Pupuk";4;0;-1;
"5.2.2.26.41";"Belanja Pengadaan Pakan Ternak";4;0;-1;
"5.2.2.26.43";"Belanja Pengadaan Obat-obatan Pertanian";4;0;-1;
"5.2.2.26.44";"Belanja Pengadaan Jaringan Irigasi Desa (JIDES)";4;0;-1;
"5.2.2.26.45";"Belanja Pengadaan Laporan hasil Belajar (Raport)*";4;0;-1;
"5.2.2.26.46";"Belanja Pengadaan Alat-Alat Kesehatan";4;0;-1;
"5.2.2.26.47";"Belanja Pengadaan Sarana dan Prasarana Kebersihan/Persampahan Lingkungan/Ruang Terbuka";4;0;-1;
"5.2.2.26.49";"Belanja Pengadaan Sarana Peribadatan";4;0;-1;
"5.2.2.26.50";"Belanja Pengadaan/Pemeliharaan Bangunan Kegiatan Masyarakat";4;0;-1;
"5.2.2.26.51";"Belanja Pengadaan Bangunan/Sarana Sanitasi Masyarakat";4;0;-1;
"5.2.2.27";"Belanja Barang dan Jasa yang Akan Dijual Kepada Pihak Ketiga/Masyarakat";3;1;-1;
"5.2.2.27.01";"Belanja Barang dan Jasa yang Akan Dijual Kepada Pihak Ketiga";4;0;-1;
"5.2.2.27.02";"Belanja Barang dan Jasa yang Akan Dijual Kepada Masyarakat";4;0;-1;
"5.2.2.28";"Belanja RSUD";3;1;-1;
"5.2.2.28.01";"Belanja Barang Jasa BLUD";4;0;-1;
"5.2.2.28.02";"Belanja Jasa Medik (Dokter dan Paramedis)";4;0;-1;
"5.2.2.28.03";"Belanja Jasa Pelayanan Rumah Sakit";4;0;-1;
"5.2.2.29";"Belanja Alat Kedokteran   ";3;1;-1;
"5.2.2.29.01";"Belanja Alat Kesehatan Gigi";4;0;-1;
"5.2.2.29.02";"Belanja Alat Kesehatan Laboratorium";4;0;-1;
"5.2.2.29.03";"Belanja Alat Kesehatan Radiologi";4;0;-1;
"5.2.2.29.04";"Belanja Alat Kesehatan Bedah";4;0;-1;
"5.2.2.29.05";"Belanja Alat Kedokteran Anak";4;0;-1;
"5.2.2.29.06";"Belanja Alat Kebidanan";4;0;-1;
"5.2.2.29.07";"Belanja Alat Kedokteran Umum";4;0;-1;
"5.2.2.30";"Belanja Operasional Bantuan Siswa Miskin";3;1;-1;
"5.2.2.30.01";"Belanja Operasional Bantuan Siswa Miskin";4;0;-1;
"5.2.2.31";"Belanja UPDB KUMKM";3;1;-1;
"5.2.2.31.01";"Belanja UPDB KUMKM";4;0;-1;
"5.2.2.32";"Belanja Jasa Tenaga ahli/Instruktur/Narasumber/Moderator/Fasilitator PNS";3;1;-1;
"5.2.2.32.01";"Tenaga ahli/Pakar";4;0;-1;
"5.2.2.32.02";"Narasumber/Pembicara/Penceramah";4;0;-1;
"5.2.2.32.03";"Instruktur/Fasilitator/Penilai";4;0;-1;
"5.2.2.32.04";"Imam/Rohaniwan/Pembaca Do'a/Qori/Saritilawah";4;0;-1;
"5.2.2.32.05";"Moderator/Operator Multi Media";4;0;-1;
"5.2.2.32.06";"Bantuan Tugas Pengamanan/Pengadaan Tanah";4;0;-1;
"5.2.2.32.07";"Tenaga Jasa Medis Pelayanan/Jaminan Kesehatan";4;0;-1;
"5.2.2.32.08";"Tenaga/Petugas Pengolah/Verifikasi Data dan Operasional UN/ASBN/Ujian Sekolah";4;0;-1;
"5.2.2.32.09";"Pendamping/Peserta Pendidikan dan Pelatihan (DIKLAT) Kepegawaian";4;0;-1;
"5.2.2.32.10";"Pembina/Motivator/Petugas Lapangan ";4;0;-1;
"5.2.2.32.11";"Administrator/ Operator  Database/ Verifikator/Pengolah Data/Dokumen";4;0;-1;
"5.2.2.32.12";"Tenaga Promosi/Informasi/Pemasaran Produk/Layanan pada Ruang/Stand/Gerai Pameran";4;0;-1;
"5.2.2.32.13";"Tenaga Penyusun Naskah ";4;0;-1;
"5.2.2.32.14";"Tenaga Pengendalian Operasi / Penegakan Disiplin Lalu Lintas/Angkutan Umum";4;0;-1;
"5.2.2.32.15";"Tenaga Pengolahan / Pemilahan / Penataan Arsip";4;0;-1;
"5.2.2.33";"Belanja Jasa Tenaga ahli/Instruktur/Narasumber/Moderator/Fasilitator Non PNS";3;1;-1;
"5.2.2.33.01";"Tenaga ahli/Pakar";4;0;-1;
"5.2.2.33.02";"Narasumber/Pembicara/Penceramah";4;0;-1;
"5.2.2.33.03";"Instruktur/Fasilitator/Penilai/Peserta";4;0;-1;
"5.2.2.33.04";"Imam/Rohaniwan/Pembaca Do'a/Qori/Saritilawah";4;0;-1;
"5.2.2.33.05";"Moderator/Operator Multi Media";4;0;-1;
"5.2.2.33.06";"Bantuan Tugas Pengamanan/Pengadaan Tanah";4;0;-1;
"5.2.2.33.07";"Tenaga Pendukung/Satuan Upacara";4;0;-1;
"5.2.2.33.08";"Tenaga Penataan Dokumen";4;0;-1;
"5.2.2.33.09";"Bantuan Tugas Pengamanan ";4;0;-1;
"5.2.2.33.10";"Tenaga Petugas Perpustakaan";4;0;-1;
"5.2.2.33.11";"Tenaga Petugas Pengelola Barang/Aset Daerah UPT/UPTD/Puskesmas";4;0;-1;
"5.2.2.33.12";"Tenaga Jasa Medis Pelayanan/Jaminan Kesehatan";4;0;-1;
"5.2.2.33.13";"Tenaga/Petugas Pengolah/Verifikasi Data dan Operasional UN/ASBN/Ujian Sekolah";4;0;-1;
"5.2.2.33.14";"Tenaga Penyusun Naskah";4;0;-1;
"5.2.2.33.15";"Tenaga Pengendalian Operasi / Penegakan Disiplin Lalu Lintas/Angkutan Umum";4;0;-1;
"5.2.2.33.16";"Administrator/Verifikator/Operator Database";4;0;-1;
"5.2.2.33.17";"Pembina/Koordinator/Motivator/Petugas Masyarakat untuk Kesehatan Masyarakat/Posyandu/KB";4;0;-1;
"5.2.2.33.18";"Tenaga/Operator Siaga Bencana Alam/Sosial dan Bahaya Kebakaran/Keadaan Luar Biasa";4;0;-1;
"5.2.2.33.19";"Operator/Pengolah Data/Kearsipan";4;0;-1;
"5.2.2.34";"Belanja Jasa Non Pegawai";3;1;-1;
"5.2.2.34.01";"Tenaga Pengamanan";4;0;-1;
"5.2.2.34.02";"Tenaga Kebersihan Gedung/Kantor";4;0;-1;
"5.2.2.34.03";"Tenaga Kebersihan Ruang Terbuka/Kawasan Perkantoran";4;0;-1;
"5.2.2.34.04";"Tenaga Pertamanan/Lumpur Tinja/Lingkungan Hidup";4;0;-1;
"5.2.2.34.05";"Tenaga Bangunan/Tukang";4;0;-1;
"5.2.2.34.06";"Tenaga Arsip Berkas Jaminan Kesehatan";4;0;-1;
"5.2.2.34.07";"Tenaga Entry Data Jaminan Kesehatan";4;0;-1;
"5.2.2.34.08";"Tenaga Pendistribusian";4;0;-1;
"5.2.2.34.09";"Belanja Petugas Entry Data";4;0;-1;
"5.2.2.34.10";"Tenaga Pendistribusian";4;0;-1;
"5.2.2.34.11";"Tenaga Administrator Data PBB-P2";4;0;-1;
"5.2.2.34.12";"Petugas/Tenaga Penanggulangan Bencana Alam dan Kebakaran";4;0;-1;
"5.2.2.34.13";"Tenaga/Petugas Administrasi/Pengolah Data Kependudukan";4;0;-1;
"5.2.2.34.14";"Tenaga Pengolahan Bahan Pustaka/Arsip/Laboratorium/Data";4;0;-1;
"5.2.2.34.15";"Tenaga/Petugas Panti Asuhan/Jompo";4;0;-1;
"5.2.2.34.16";"Pembina/Koordinator/Motivator/Petugas Masyarakat untuk Kesehatan Masyarakat/ Posyandu/KB";4;0;-1;
"5.2.2.34.17";"Tenaga/Petugas Operasional Lapangan Pekerjaan Umum/Penyehatan Lingkungan/Pengairan/Sanitasi";4;0;-1;
"5.2.2.34.18";"Tenaga/Petugas Operasional";4;0;-1;
"5.2.2.34.19";"Operator/Pengolah Data";4;0;-1;
"5.2.2.34.20";"Tenaga Promosi/Informasi/Pemasaran Produk/Layanan pada Ruang/Stand/Gerai Pameran";4;0;-1;
"5.2.2.35";"Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat";3;1;-1;
"5.2.2.35.01";"Hadiah Perlombaan";4;0;-1;
"5.2.2.35.02";"Hadiah Penghargaan";4;0;-1;
"5.2.2.35.03";"Beasiswa Prestasi Bagi Siswa/Mahasiswa Kurang Mampu/Teladan";4;0;-1;
"5.2.2.36";"Biaya pemulangan orang jompo dan orang terlantar";3;1;-1;
"5.2.2.36.01";"Belanja Pemulangan Orang Terlantar";4;0;-1;
"5.2.2.36.05";"Belanja Pemulangan Orang Jompo*";4;0;-1;
"5.2.3";"Belanja Modal";2;1;-1;
"5.2.3.01";"Belanja Modal Pengadaan Tanah";3;1;-1;
"5.2.3.01.01";"Belanja Modal Pengadaan Tanah Kantor";4;0;-1;
"5.2.3.01.02";"Belanja Modal Pengadaan Tanah Sarana Kesehatan Rumah Sakit";4;0;-1;
"5.2.3.01.03";"Belanja Modal Pengadaan Tanah Sarana Kesehatan Puskesmas";4;0;-1;
"5.2.3.01.04";"Belanja Modal Pengadaan Tanah Sarana Kesehatan Poliklinik";4;0;-1;
"5.2.3.01.05";"Belanja Modal Pengadaan Tanah Sarana Pendidikan Taman Kanak-Kanak";4;0;-1;
"5.2.3.01.06";"Belanja Modal Pengadaan Tanah Sarana Pendidikan Sekolah Dasar";4;0;-1;
"5.2.3.01.07";"Belanja Modal Pengadaan Tanah Sarana Pendidikan Sekolah Menengah Umum dan Kejuruan";4;0;-1;
"5.2.3.01.08";"Belanja Modal Pengadaan Tanah Sarana Pendidikan Sekolah Lanjutan Umum dan Kejuruan";4;0;-1;
"5.2.3.01.09";"Belanja Modal Pengadaan Tanah Sarana Pendidikan Luar Biasa / Khusus";4;0;-1;
"5.2.3.01.10";"Belanja Modal Pengadaan Tanah Sarana Pendidikan, Pelatihan dan Kursus";4;0;-1;
"5.2.3.01.11";"Belanja Modal Pengadaan Tanah Sarana Sosial Panti Asuhan";4;0;-1;
"5.2.3.01.12";"Belanja Modal Pengadaan Tanah Sarana Sosial Panti Jompo";4;0;-1;
"5.2.3.01.13";"Belanja Modal Pengadaan Tanah Sarana Umum Terminal";4;0;-1;
"5.2.3.01.14";"Belanja Modal Pengadaan Tanah Sarana Umum Dermaga";4;0;-1;
"5.2.3.01.15";"Belanja Modal Pengadaan Tanah Sarana Umum Lapangan Terbang Perintis";4;0;-1;
"5.2.3.01.16";"Belanja Modal Pengadaan Tanah Sarana Umum Rumah Potong Hewan";4;0;-1;
"5.2.3.01.17";"Belanja Modal Pengadaan Tanah Sarana Umum Tempat Pelelangan Ikan";4;0;-1;
"5.2.3.01.18";"Belanja Modal Pengadaan Tanah Sarana Umum Pasar";4;0;-1;
"5.2.3.01.19";"Belanja Modal Pengadaan Tanah Sarana Umum Tempat Pembuangan Akhir Sampah";4;0;-1;
"5.2.3.01.20";"Belanja Modal Pengadaan Tanah Sarana Umum Taman";4;0;-1;
"5.2.3.01.21";"Belanja Modal Pengadaan Tanah Sarana Umum Pusat Hiburan Rakyat";4;0;-1;
"5.2.3.01.22";"Belanja Modal Pengadaan Tanah Sarana Umum Ibadah";4;0;-1;
"5.2.3.01.23";"Belanja Modal Pengadaan Tanah Sarana Stadion Olahraga";4;0;-1;
"5.2.3.01.24";"Belanja Modal Pengadaan Tanah Perumahan";4;0;-1;
"5.2.3.01.25";"Belanja Modal Pengadaan Tanah Pertanian";4;0;-1;
"5.2.3.01.26";"Belanja Modal Pengadaan Tanah Perkebunan";4;0;-1;
"5.2.3.01.27";"Belanja Modal Pengadaan Tanah Perikanan";4;0;-1;
"5.2.3.01.28";"Belanja Modal Pengadaan Tanah Peternakan";4;0;-1;
"5.2.3.01.29";"Belanja Modal Pengadaan Tanah Perkampungan";4;0;-1;
"5.2.3.01.30";"Belanja Modal Pengadaan Tanah Pergudangan / Tempat Penimbunan Material Bahan Baku";4;0;-1;
"5.2.3.01.31";"Belanja Modal Pengadaan Tanah Jalan";4;0;-1;
"5.2.3.01.32";"Belanja Modal Pengadaan Tanah Wisma / Bungalow / Hotel / Losmen";4;0;-1;
"5.2.3.01.33";"Belanja Modal Pengadaan Tanah Sarana Umum TPA";4;0;-1;
"5.2.3.01.34";"Belanja Modal Pengadaan Tanah Sarana Umum TPU";4;0;-1;
"5.2.3.01.35";"Belanja Modal Pengadaan Tanah Sarana Lapangan Olahraga/Upacara";4;0;-1;
"5.2.3.01.36";"Belanja Modal Pengadaan Tanah Sarana Rumah Dinas";4;0;-1;
"5.2.3.01.37";"Belanja Modal Pengadaan Tanah Sarana Gapura/Pintu Gerbang";4;0;-1;
"5.2.3.01.38";"Belanja Modal Pengadaan Tanah Sarana Kesehatan Posyandu";4;0;-1;
